parent_id,child_id,birth_order,adoptive
1.5.5.8,1.5.5.8.3,3,
1.5.5.8a,1.5.5.8.3,3,
1.5.5.8.3,1.5.5.8.3.1,1,
1.5.5.8.3a,1.5.5.8.3.1,1,
1.5.5.8.3,1.5.5.8.3.2,2,
1.5.5.8.3a,1.5.5.8.3.2,2,
1.5.5.8.3,1.5.5.8.3.3,3,
1.5.5.8.3a,1.5.5.8.3.3,3,
1.5.5.8.3,1.5.5.8.3.4,4,
1.5.5.8.3a,1.5.5.8.3.4,4,
1.5,1.5.6,6,
1.5a,1.5.6,6,
1.5.6,1.5.6.1,1,
1.5.6a,1.5.6.1,1,
1.5.6.1,1.5.6.1.1,1,
1.5.6.1a,1.5.6.1.1,1,
1.5.6,1.5.6.2,2,
1.5.6a,1.5.6.2,2,
1.5.6.2,1.5.6.2.1,1,
1.5.6.2a,1.5.6.2.1,1,
1.5.6.2,1.5.6.2.2,2,
1.5.6.2a,1.5.6.2.2,2,
1.5.6.2,1.5.6.2.3,3,
1.5.6.2a,1.5.6.2.3,3,
1.5.6,1.5.6.3,3,
1.5.6a,1.5.6.3,3,
1.5.6.3,1.5.6.3.1,1,
1.5.6.3a,1.5.6.3.1,1,
1.5.6.3.1,1.5.6.3.1.1,1,
1.5.6.3.1a,1.5.6.3.1.1,1,
1.5.6.3,1.5.6.3.2,2,
1.5.6.3a,1.5.6.3.2,2,
1.5.6.3.2,1.5.6.3.2.1,1,
1.5.6.3.2a,1.5.6.3.2.1,1,
1.5.6.3.2,1.5.6.3.2.2,2,
1.5.6.3.2a,1.5.6.3.2.2,2,
1.5.6.3,1.5.6.3.3,3,
1.5.6.3a,1.5.6.3.3,3,
1.5.6.3.3,1.5.6.3.3.1,1,
1.5.6.3.3a,1.5.6.3.3.1,1,
1.5.6.3.3.1,1.5.6.3.3.1.1,1,
1.5.6.3.3.1a,1.5.6.3.3.1.1,1,
1.5.6.3.3.1,1.5.6.3.3.1.2,2,
1.5.6.3.3.1a,1.5.6.3.3.1.2,2,
1.5.6,1.5.6.4,4,
1.5.6a,1.5.6.4,4,
1.5.6,1.5.6.5,5,
1.5.6a,1.5.6.5,5,
1,1.6,6,
1a,1.6,6,
